Frame_410nm,MeanInt_410nm,Time_410nm,Realtime_410nm,Frame_470nm,MeanInt_470nm,Time_470nm,Realtime_470nm
4476,1019.166268,223.8,18:35.3,4475,895.5896544,223.75,18:35.2
4478,1019.465334,223.9,18:35.4,4477,894.2960226,223.85,18:35.3
4480,1018.867203,224,18:35.5,4479,892.41817,223.95,18:35.4
4482,1018.804608,224.1,18:35.6,4481,893.8091719,224.05,18:35.5
4484,1019.347098,224.2,18:35.7,4483,893.836992,224.15,18:35.6
4486,1019.256683,224.3,18:35.8,4485,893.9969572,224.25,18:35.7
4488,1019.082808,224.4,18:35.9,4487,895.3601391,224.35,18:35.8
4490,1019.020213,224.5,18:36.0,4489,893.2527711,224.45,18:35.9
4492,1019.068898,224.6,18:36.1,4491,893.1067159,224.55,18:36.0
4494,1018.957618,224.7,18:36.2,4493,893.2249511,224.65,18:36.1
4496,1018.881113,224.8,18:36.3,4495,891.708759,224.75,18:36.2
4498,1019.180178,224.9,18:36.4,4497,890.0465116,224.85,18:36.3
4500,1018.860248,225,18:36.5,4499,891.9730493,224.95,18:36.4
4502,1018.804608,225.1,18:36.6,4501,892.466855,225.05,18:36.5
4504,1019.228863,225.2,18:36.7,4503,892.411215,225.15,18:36.6
4506,1018.769833,225.3,18:36.8,4505,889.9908715,225.25,18:36.7
4508,1019.006303,225.4,18:36.9,4507,889.8656814,225.35,18:36.8
4510,1018.839383,225.5,18:37.0,4509,892.6963704,225.45,18:36.9
4512,1019.228863,225.6,18:37.1,4511,891.9591393,225.55,18:37.0
4514,1018.922843,225.7,18:37.2,4513,893.141491,225.65,18:37.1
4516,1019.103673,225.8,18:37.3,4515,892.6755053,225.75,18:37.2
4518,1018.832428,225.9,18:37.4,4517,891.7852641,225.85,18:37.3
4520,1019.020213,226,18:37.5,4519,890.7211476,225.95,18:37.4
4522,1018.929798,226.1,18:37.6,4521,891.6461639,226.05,18:37.5
4524,1019.054988,226.2,18:37.7,4523,891.4444686,226.15,18:37.6
4526,1018.895023,226.3,18:37.8,4525,890.8950228,226.25,18:37.7
4528,1019.027168,226.4,18:37.9,4527,891.8548142,226.35,18:37.8
4530,1018.825473,226.5,18:38.0,4529,891.6044338,226.45,18:37.9
4532,1018.853293,226.6,18:38.1,4531,891.1454032,226.55,18:38.0
4534,1018.978483,226.7,18:38.2,4533,891.3262334,226.65,18:38.1
4536,1018.874158,226.8,18:38.3,4535,891.4653336,226.75,18:38.2
4538,1019.020213,226.9,18:38.4,4537,891.757444,226.85,18:38.3
4540,1018.888068,227,18:38.5,4539,892.6407303,226.95,18:38.4
4542,1019.020213,227.1,18:38.6,4541,894.0108672,227.05,18:38.5
4544,1019.082808,227.2,18:38.7,4543,892.3625299,227.15,18:38.6
4546,1019.034123,227.3,18:38.8,4545,893.0441208,227.25,18:38.7
4548,1018.881113,227.4,18:38.9,4547,893.6492067,227.35,18:38.8
4550,1018.582047,227.5,18:39.0,4549,892.411215,227.45,18:38.9
4552,1019.068898,227.6,18:39.1,4551,893.6561617,227.55,18:39.0
4554,1019.013258,227.7,18:39.2,4553,893.857857,227.65,18:39.1
4556,1018.832428,227.8,18:39.3,4555,891.9869594,227.75,18:39.2
4558,1019.048033,227.9,18:39.4,4557,891.9452293,227.85,18:39.3
4560,1018.992393,228,18:39.5,4559,893.0997609,227.95,18:39.4
4562,1018.762878,228.1,18:39.6,4561,892.1538796,228.05,18:39.5
4564,1019.082808,228.2,18:39.7,4563,891.9800043,228.15,18:39.6
4566,1018.915888,228.3,18:39.8,4565,892.2164747,228.25,18:39.7
4568,1018.846338,228.4,18:39.9,4567,891.2079983,228.35,18:39.8
4570,1018.776788,228.5,18:40.0,4569,889.4344708,228.45,18:39.9
4572,1018.769833,228.6,18:40.1,4571,890.5681374,228.55,18:40.0
4574,1018.651597,228.7,18:40.2,4573,889.5040209,228.65,18:40.1
4576,1019.006303,228.8,18:40.3,4575,890.7141926,228.75,18:40.2
4578,1018.714193,228.9,18:40.4,4577,890.8811128,228.85,18:40.3
4580,1018.853293,229,18:40.5,4579,891.0619431,228.95,18:40.4
4582,1018.908933,229.1,18:40.6,4581,892.8215605,229.05,18:40.5
4584,1018.804608,229.2,18:40.7,4583,890.4568572,229.15,18:40.6
4586,1018.769833,229.3,18:40.8,4585,891.3888285,229.25,18:40.7
4588,1018.672463,229.4,18:40.9,4587,888.8015649,229.35,18:40.8
4590,1018.714193,229.5,18:41.0,4589,888.9963052,229.45,18:40.9
4592,1018.853293,229.6,18:41.1,4591,888.8015649,229.55,18:41.0
4594,1018.818518,229.7,18:41.2,4593,890.2064769,229.65,18:41.1
4596,1018.686373,229.8,18:41.3,4595,892.7659205,229.75,18:41.2
4598,1019.354053,229.9,18:41.4,4597,891.736579,229.85,18:41.3
4600,1019.006303,230,18:41.5,4599,892.0912845,229.95,18:41.4
4602,1018.971528,230.1,18:41.6,4601,892.2721148,230.05,18:41.5
4604,1018.978483,230.2,18:41.7,4603,892.0286894,230.15,18:41.6
4606,1018.665507,230.3,18:41.8,4605,892.2164747,230.25,18:41.7
4608,1018.881113,230.4,18:41.9,4607,892.2442947,230.35,18:41.8
4610,1018.679418,230.5,18:42.0,4609,892.4599,230.45,18:41.9
4612,1018.804608,230.6,18:42.1,4611,891.3331884,230.55,18:42.0
4614,1018.630732,230.7,18:42.2,4613,891.5209737,230.65,18:42.1
4616,1018.748968,230.8,18:42.3,4615,890.5124973,230.75,18:42.2
4618,1019.068898,230.9,18:42.4,4617,890.0465116,230.85,18:42.3
4620,1018.644642,231,18:42.5,4619,890.6724625,230.95,18:42.4
4622,1018.609867,231.1,18:42.6,4621,891.6600739,231.05,18:42.5
4624,1019.138448,231.2,18:42.7,4623,892.2234297,231.15,18:42.6
4626,1018.484677,231.3,18:42.8,4625,891.3262334,231.25,18:42.7
4628,1018.915888,231.4,18:42.9,4627,891.4305586,231.35,18:42.8
4630,1018.769833,231.5,18:43.0,4629,891.2705933,231.45,18:42.9
4632,1018.533362,231.6,18:43.1,4631,891.764399,231.55,18:43.0
4634,1018.623777,231.7,18:43.2,4633,893.7743969,231.65,18:43.1
4636,1018.477722,231.8,18:43.3,4635,891.2079983,231.75,18:43.2
4638,1018.769833,231.9,18:43.4,4637,892.0982395,231.85,18:43.3
4640,1018.818518,232,18:43.5,4639,893.9760922,231.95,18:43.4
4642,1018.575092,232.1,18:43.6,4641,894.4003478,232.05,18:43.5
4644,1018.415127,232.2,18:43.7,4643,894.5046729,232.15,18:43.6
4646,1019.027168,232.3,18:43.8,4645,891.9521843,232.25,18:43.7
4648,1018.637687,232.4,18:43.9,4647,891.764399,232.35,18:43.8
4650,1018.394262,232.5,18:44.0,4649,892.1538796,232.45,18:43.9
4652,1018.338622,232.6,18:44.1,4651,892.2651597,232.55,18:44.0
4654,1018.526407,232.7,18:44.2,4653,890.2621169,232.65,18:44.1
4656,1019.221908,232.8,18:44.3,4655,891.6600739,232.75,18:44.2
4658,1018.881113,232.9,18:44.4,4657,891.0688981,232.85,18:44.3
4660,1018.547272,233,18:44.5,4659,892.1677896,232.95,18:44.4
4662,1018.623777,233.1,18:44.6,4661,891.8409042,233.05,18:44.5
4664,1018.651597,233.2,18:44.7,4663,891.6878939,233.15,18:44.6
4666,1018.929798,233.3,18:44.8,4665,892.0495544,233.25,18:44.7
4668,1018.811563,233.4,18:44.9,4667,890.8324277,233.35,18:44.8
4670,1018.679418,233.5,18:45.0,4669,890.7420126,233.45,18:44.9
4672,1018.762878,233.6,18:45.1,4671,893.7465768,233.55,18:45.0
4674,1018.846338,233.7,18:45.2,4673,892.1608346,233.65,18:45.1
4676,1018.957618,233.8,18:45.3,4675,892.0982395,233.75,18:45.2
4678,1018.957618,233.9,18:45.4,4677,891.8478592,233.85,18:45.3
4680,1018.867203,234,18:45.5,4679,889.0310802,233.95,18:45.4
4682,1018.950663,234.1,18:45.6,4681,890.1717018,234.05,18:45.5
4684,1018.874158,234.2,18:45.7,4683,889.7057161,234.15,18:45.6
4686,1018.818518,234.3,18:45.8,4685,890.2134319,234.25,18:45.7
4688,1018.881113,234.4,18:45.9,4687,887.9808737,234.35,18:45.8
4690,1018.401217,234.5,18:46.0,4689,888.0226038,234.45,18:45.9
4692,1019.145403,234.6,18:46.1,4691,888.898935,234.55,18:46.0
4694,1019.061943,234.7,18:46.2,4693,888.4816344,234.65,18:46.1
4696,1018.762878,234.8,18:46.3,4695,890.4846772,234.75,18:46.2
4698,1019.409694,234.9,18:46.4,4697,888.5303195,234.85,18:46.3
4700,1018.505542,235,18:46.5,4699,889.1006303,234.95,18:46.4
4702,1018.665507,235.1,18:46.6,4701,887.9043686,235.05,18:46.5
4704,1018.978483,235.2,18:46.7,4703,888.4399044,235.15,18:46.6
4706,1018.950663,235.3,18:46.8,4705,888.7111498,235.25,18:46.7
4708,1019.006303,235.4,18:46.9,4707,889.0519452,235.35,18:46.8
4710,1018.540317,235.5,18:47.0,4709,887.5357531,235.45,18:46.9
4712,1019.034123,235.6,18:47.1,4711,886.4646816,235.55,18:47.0
4714,1019.138448,235.7,18:47.2,4713,887.8139535,235.65,18:47.1
4716,1018.456857,235.8,18:47.3,4715,887.2227777,235.75,18:47.2
4718,1018.797653,235.9,18:47.4,4717,888.5303195,235.85,18:47.3
4720,1018.901978,236,18:47.5,4719,888.6833297,235.95,18:47.4
4722,1018.533362,236.1,18:47.6,4721,887.1254075,236.05,18:47.5
4724,1019.103673,236.2,18:47.7,4723,888.0365138,236.15,18:47.6
4726,1018.700283,236.3,18:47.8,4725,887.2645077,236.25,18:47.7
4728,1018.867203,236.4,18:47.9,4727,886.8054771,236.35,18:47.8
4730,1019.201043,236.5,18:48.0,4729,888.9545751,236.45,18:47.9
4732,1018.992393,236.6,18:48.1,4731,888.5303195,236.55,18:48.0
4734,1019.089763,236.7,18:48.2,4733,890.3873071,236.65,18:48.1
4736,1019.075853,236.8,18:48.3,4735,889.7961313,236.75,18:48.2
4738,1018.748968,236.9,18:48.4,4737,890.8185177,236.85,18:48.3
4740,1018.992393,237,18:48.5,4739,889.0241252,236.95,18:48.4
4742,1018.735058,237.1,18:48.6,4741,890.5264073,237.05,18:48.5
4744,1018.936753,237.2,18:48.7,4743,888.7806998,237.15,18:48.6
4746,1019.103673,237.3,18:48.8,4745,887.9739187,237.25,18:48.7
4748,1018.665507,237.4,18:48.9,4747,888.0712889,237.35,18:48.8
4750,1018.449902,237.5,18:49.0,4749,885.9778309,237.45,18:48.9
4752,1018.888068,237.6,18:49.1,4751,888.7528798,237.55,18:49.0
4754,1019.089763,237.7,18:49.2,4753,888.4190393,237.65,18:49.1
4756,1018.860248,237.8,18:49.3,4755,889.0449902,237.75,18:49.2
4758,1018.874158,237.9,18:49.4,4757,890.4290372,237.85,18:49.3
4760,1019.041078,238,18:49.5,4759,890.6168224,237.95,18:49.4
4762,1019.423604,238.1,18:49.6,4761,890.289937,238.05,18:49.5
4764,1018.748968,238.2,18:49.7,4763,891.027168,238.15,18:49.6
4766,1018.512497,238.3,18:49.8,4765,892.1677896,238.25,18:49.7
4768,1018.769833,238.4,18:49.9,4767,890.7072376,238.35,18:49.8
4770,1018.978483,238.5,18:50.0,4769,891.0758531,238.45,18:49.9
4772,1018.637687,238.6,18:50.1,4771,890.5264073,238.55,18:50.0
4774,1019.075853,238.7,18:50.2,4773,890.4846772,238.65,18:50.1
4776,1019.159313,238.8,18:50.3,4775,890.7559226,238.75,18:50.2
4778,1018.630732,238.9,18:50.4,4777,889.4831558,238.85,18:50.3
4780,1019.082808,239,18:50.5,4779,892.8563356,238.95,18:50.4
4782,1019.041078,239.1,18:50.6,4781,892.425125,239.05,18:50.5
4784,1018.331667,239.2,18:50.7,4783,891.2288633,239.15,18:50.6
4786,1018.936753,239.3,18:50.8,4785,891.0967181,239.25,18:50.7
4788,1019.020213,239.4,18:50.9,4787,889.9213215,239.35,18:50.8
4790,1019.298413,239.5,18:51.0,4789,889.9282765,239.45,18:50.9
4792,1019.187133,239.6,18:51.1,4791,891.041078,239.55,18:51.0
4794,1018.978483,239.7,18:51.2,4793,890.4916323,239.65,18:51.1
4796,1018.387307,239.8,18:51.3,4795,890.2342969,239.75,18:51.2
4798,1019.020213,239.9,18:51.4,4797,892.5364051,239.85,18:51.3
4800,1018.693328,240,18:51.5,4799,891.3679635,239.95,18:51.4
4802,1019.312323,240.1,18:51.6,4801,888.912845,240.05,18:51.5
4804,1019.256683,240.2,18:51.7,4803,893.6352967,240.15,18:51.6
4806,1018.811563,240.3,18:51.8,4805,900.1799609,240.25,18:51.7
4808,1018.623777,240.4,18:51.9,4807,905.8900239,240.35,18:51.8
4810,1019.061943,240.5,18:52.0,4809,913.777005,240.45,18:51.9
4812,1018.289937,240.6,18:52.1,4811,925.9969572,240.55,18:52.0
4814,1018.818518,240.7,18:52.2,4813,929.7596175,240.65,18:52.1
4816,1018.672463,240.8,18:52.3,4815,930.0099978,240.75,18:52.2
4818,1019.124538,240.9,18:52.4,4817,924.9467507,240.85,18:52.3
4820,1018.644642,241,18:52.5,4819,922.1230167,240.95,18:52.4
4822,1018.804608,241.1,18:52.6,4821,919.8487285,241.05,18:52.5
4824,1018.860248,241.2,18:52.7,4823,918.040426,241.15,18:52.6
4826,1018.735058,241.3,18:52.8,4825,916.4964138,241.25,18:52.7
4828,1019.054988,241.4,18:52.9,4827,914.6185612,241.35,18:52.8
4830,1018.672463,241.5,18:53.0,4829,912.3999131,241.45,18:52.9
4832,1018.637687,241.6,18:53.1,4831,910.5568355,241.55,18:53.0
4834,1019.402739,241.7,18:53.2,4833,909.9100196,241.65,18:53.1
4836,1018.797653,241.8,18:53.3,4835,908.108672,241.75,18:53.2
4838,1018.811563,241.9,18:53.4,4837,908.5051076,241.85,18:53.3
4840,1018.818518,242,18:53.5,4839,908.066942,241.95,18:53.4
4842,1018.936753,242.1,18:53.6,4841,906.3699196,242.05,18:53.5
4844,1019.054988,242.2,18:53.7,4843,906.2377744,242.15,18:53.6
4846,1019.041078,242.3,18:53.8,4845,905.3127581,242.25,18:53.7
4848,1018.804608,242.4,18:53.9,4847,904.0191263,242.35,18:53.8
4850,1019.082808,242.5,18:54.0,4849,903.8869811,242.45,18:53.9
4852,1019.514019,242.6,18:54.1,4851,904.4920669,242.55,18:54.0
4854,1019.020213,242.7,18:54.2,4853,905.5144534,242.65,18:54.1
4856,1019.068898,242.8,18:54.3,4855,906.0221691,242.75,18:54.2
4858,1018.853293,242.9,18:54.4,4857,903.4557705,242.85,18:54.3
4860,1019.479244,243,18:54.5,4859,905.4240383,242.95,18:54.4
4862,1019.479244,243.1,18:54.6,4861,903.3166703,243.05,18:54.5
4864,1019.159313,243.2,18:54.7,4863,902.8298196,243.15,18:54.6
4866,1019.054988,243.3,18:54.8,4865,902.2038687,243.25,18:54.7
4868,1019.583569,243.4,18:54.9,4867,902.6281243,243.35,18:54.8
4870,1019.048033,243.5,18:55.0,4869,902.1273636,243.45,18:54.9
4872,1019.068898,243.6,18:55.1,4871,900.951967,243.55,18:55.0
4874,1019.687894,243.7,18:55.2,4873,899.7139752,243.65,18:55.1
4876,1019.347098,243.8,18:55.3,4875,900.8615518,243.75,18:55.2
4878,1019.402739,243.9,18:55.4,4877,900.4929363,243.85,18:55.3
4880,1019.277548,244,18:55.5,4879,898.7472289,243.95,18:55.4
4882,1019.159313,244.1,18:55.6,4881,899.1853945,244.05,18:55.5
4884,1019.228863,244.2,18:55.7,4883,899.0323843,244.15,18:55.6
4886,1019.089763,244.3,18:55.8,4885,898.2881982,244.25,18:55.7
4888,1019.235818,244.4,18:55.9,4887,897.5022821,244.35,18:55.8
4890,1019.486199,244.5,18:56.0,4889,896.2364703,244.45,18:55.9
4892,1019.319278,244.6,18:56.1,4891,895.8122147,244.55,18:56.0
4894,1019.228863,244.7,18:56.2,4893,896.6537709,244.65,18:56.1
4896,1019.458379,244.8,18:56.3,4895,898.4898935,244.75,18:56.2
4898,1019.708759,244.9,18:56.4,4897,896.723321,244.85,18:56.3
4900,1019.187133,245,18:56.5,4899,897.1614866,244.95,18:56.4
4902,1019.583569,245.1,18:56.6,4901,897.7526625,245.05,18:56.5
4904,1019.110628,245.2,18:56.7,4903,896.6259509,245.15,18:56.6
4906,1019.089763,245.3,18:56.8,4905,896.5911758,245.25,18:56.7
4908,1019.020213,245.4,18:56.9,4907,895.4714193,245.35,18:56.8
4910,1019.270593,245.5,18:57.0,4909,894.9150185,245.45,18:56.9
4912,1019.089763,245.6,18:57.1,4911,893.843947,245.55,18:57.0
4914,1019.277548,245.7,18:57.2,4913,894.1986525,245.65,18:57.1
4916,1019.117583,245.8,18:57.3,4915,894.7620083,245.75,18:57.2
4918,1019.646164,245.9,18:57.4,4917,895.5618344,245.85,18:57.3
4920,1019.374918,246,18:57.5,4919,894.8663334,245.95,18:57.4
4922,1019.207998,246.1,18:57.6,4921,893.6561617,246.05,18:57.5
4924,1019.583569,246.2,18:57.7,4923,894.6924582,246.15,18:57.6
4926,1019.388829,246.3,18:57.8,4925,894.1499674,246.25,18:57.7
4928,1019.938274,246.4,18:57.9,4927,895.1793088,246.35,18:57.8
4930,1019.235818,246.5,18:58.0,4929,896.7859161,246.45,18:57.9
4932,1019.256683,246.6,18:58.1,4931,896,246.55,18:58.0
4934,1019.562704,246.7,18:58.2,4933,895.6035644,246.65,18:58.1
4936,1019.263638,246.8,18:58.3,4935,895.5479244,246.75,18:58.2
4938,1019.527929,246.9,18:58.4,4937,895.7565747,246.85,18:58.3
4940,1019.444469,247,18:58.5,4939,895.4157792,246.95,18:58.4
4942,1019.493154,247.1,18:58.6,4941,894.7620083,247.05,18:58.5
4944,1019.493154,247.2,18:58.7,4943,894.1569224,247.15,18:58.6
4946,1019.527929,247.3,18:58.8,4945,893.120626,247.25,18:58.7
4948,1019.152358,247.4,18:58.9,4947,895.0541187,247.35,18:58.8
4950,1018.957618,247.5,18:59.0,4949,893.5518366,247.45,18:58.9
4952,1019.388829,247.6,18:59.1,4951,892.5990002,247.55,18:59.0
4954,1019.687894,247.7,18:59.2,4953,893.2388611,247.65,18:59.1
4956,1019.451424,247.8,18:59.3,4955,894.3307977,247.75,18:59.2
4958,1019.423604,247.9,18:59.4,4957,892.8146055,247.85,18:59.3
4960,1019.479244,248,18:59.5,4959,893.2805912,247.95,18:59.4
4962,1019.576614,248.1,18:59.6,4961,893.9065421,248.05,18:59.5
4964,1019.576614,248.2,18:59.7,4963,893.6144316,248.15,18:59.6
4966,1019.117583,248.3,18:59.8,4965,893.3640513,248.25,18:59.7
4968,1019.020213,248.4,18:59.9,4967,895.5340143,248.35,18:59.8
4970,1019.708759,248.5,19:00.0,4969,894.8037383,248.45,18:59.9
4972,1019.451424,248.6,19:00.1,4971,892.9954358,248.55,19:00.0
4974,1019.124538,248.7,19:00.2,4973,894.8732884,248.65,19:00.1
4976,1019.590524,248.8,19:00.3,4975,893.9343621,248.75,19:00.2
4978,1019.527929,248.9,19:00.4,4977,894.3029776,248.85,19:00.3
4980,1018.936753,249,19:00.5,4979,893.9482721,248.95,19:00.4
4982,1019.367963,249.1,19:00.6,4981,892.9745707,249.05,19:00.5
4984,1019.548794,249.2,19:00.7,4983,893.9552271,249.15,19:00.6
4986,1019.479244,249.3,19:00.8,4985,892.0773745,249.25,19:00.7
4988,1019.583569,249.4,19:00.9,4987,893.169311,249.35,19:00.8
4990,1019.437514,249.5,19:01.0,4989,893.5309715,249.45,19:00.9
4992,1019.214953,249.6,19:01.1,4991,892.6337753,249.55,19:01.0
4994,1019.103673,249.7,19:01.2,4993,893.6074766,249.65,19:01.1
4996,1019.722669,249.8,19:01.3,4995,893.5448815,249.75,19:01.2
4998,1019.736579,249.9,19:01.4,4997,893.9413171,249.85,19:01.3
5000,1019.437514,250,19:01.5,4999,891.9869594,249.95,19:01.4
5002,1019.034123,250.1,19:01.6,5001,891.041078,250.05,19:01.5
5004,1019.284503,250.2,19:01.7,5003,891.2984134,250.15,19:01.6
5006,1019.409694,250.3,19:01.8,5005,892.2025647,250.25,19:01.7
5008,1019.416649,250.4,19:01.9,5007,890.3594871,250.35,19:01.8
5010,1019.374918,250.5,19:02.0,5009,890.2134319,250.45,19:01.9
5012,1019.228863,250.6,19:02.1,5011,890.8672028,250.55,19:02.0
5014,1019.673984,250.7,19:02.2,5013,890.8672028,250.65,19:02.1
5016,1019.597479,250.8,19:02.3,5015,890.9784829,250.75,19:02.2
5018,1019.820039,250.9,19:02.4,5017,890.4707672,250.85,19:02.3
5020,1019.472289,251,19:02.5,5019,889.0728103,250.95,19:02.4
5022,1019.228863,251.1,19:02.6,5021,889.0519452,251.05,19:02.5
5024,1019.381874,251.2,19:02.7,5023,889.5248859,251.15,19:02.6
5026,1019.228863,251.3,19:02.8,5025,891.1036731,251.25,19:02.7
5028,1019.263638,251.4,19:02.9,5027,890.7976527,251.35,19:02.8
5030,1019.305368,251.5,19:03.0,5029,889.6361661,251.45,19:02.9
5032,1019.520974,251.6,19:03.1,5031,890.5959574,251.55,19:03.0
5034,1019.249728,251.7,19:03.2,5033,889.7891763,251.65,19:03.1
5036,1019.534884,251.8,19:03.3,5035,891.0828081,251.75,19:03.2
5038,1019.249728,251.9,19:03.4,5037,889.0867203,251.85,19:03.3
5040,1019.263638,252,19:03.5,5039,890.3733971,251.95,19:03.4
5042,1019.340143,252.1,19:03.6,5041,890.317757,252.05,19:03.5
5044,1019.270593,252.2,19:03.7,5043,889.3023256,252.15,19:03.6
5046,1019.249728,252.3,19:03.8,5045,890.0465116,252.25,19:03.7
5048,1019.068898,252.4,19:03.9,5047,890.1508368,252.35,19:03.8
5050,1019.214953,252.5,19:04.0,5049,888.0504238,252.45,19:03.9
5052,1019.347098,252.6,19:04.1,5051,888.9267551,252.55,19:04.0
5054,1018.943708,252.7,19:04.2,5053,887.9252336,252.65,19:04.1
5056,1019.340143,252.8,19:04.3,5055,890.8185177,252.75,19:04.2
5058,1019.639209,252.9,19:04.4,5057,889.9839165,252.85,19:04.3
5060,1019.604434,253,19:04.5,5059,892.0704195,252.95,19:04.4
5062,1019.194088,253.1,19:04.6,5061,891.2566833,253.05,19:04.5
5064,1019.347098,253.2,19:04.7,5063,892.2442947,253.15,19:04.6
5066,1019.194088,253.3,19:04.8,5065,892.0425994,253.25,19:04.7
5068,1019.333188,253.4,19:04.9,5067,889.5318409,253.35,19:04.8
5070,1019.569659,253.5,19:05.0,5069,890.2412519,253.45,19:04.9
5072,1019.312323,253.6,19:05.1,5071,889.7474462,253.55,19:05.0
5074,1019.201043,253.7,19:05.2,5073,888.2729841,253.65,19:05.1
5076,1019.048033,253.8,19:05.3,5075,889.0867203,253.75,19:05.2
5078,1019.263638,253.9,19:05.4,5077,889.4831558,253.85,19:05.3
5080,1018.950663,254,19:05.5,5079,889.4901108,253.95,19:05.4
5082,1019.555749,254.1,19:05.6,5081,888.5094545,254.05,19:05.5
5084,1019.291458,254.2,19:05.7,5083,886.6316018,254.15,19:05.6
5086,1019.444469,254.3,19:05.8,5085,888.4190393,254.25,19:05.7
5088,1019.242773,254.4,19:05.9,5087,889.8309063,254.35,19:05.8
5090,1019.548794,254.5,19:06.0,5089,889.8795914,254.45,19:05.9
5092,1019.256683,254.6,19:06.1,5091,890.4220822,254.55,19:06.0
5094,1019.402739,254.7,19:06.2,5093,889.8795914,254.65,19:06.1
5096,1019.465334,254.8,19:06.3,5095,887.4036079,254.75,19:06.2
5098,1019.270593,254.9,19:06.4,5097,887.9878287,254.85,19:06.3
5100,1019.194088,255,19:06.5,5099,887.8556835,254.95,19:06.4
5102,1019.249728,255.1,19:06.6,5101,890.0395566,255.05,19:06.5
5104,1019.187133,255.2,19:06.7,5103,889.2536405,255.15,19:06.6
5106,1019.131493,255.3,19:06.8,5105,890.2482069,255.25,19:06.7
5108,1019.444469,255.4,19:06.9,5107,889.9004564,255.35,19:06.8
5110,1019.409694,255.5,19:07.0,5109,889.7822213,255.45,19:06.9
5112,1019.068898,255.6,19:07.1,5111,887.5774832,255.55,19:07.0
5114,1019.242773,255.7,19:07.2,5113,889.0380352,255.65,19:07.1
5116,1019.027168,255.8,19:07.3,5115,892.0704195,255.75,19:07.2
5118,1019.611389,255.9,19:07.4,5117,891.3888285,255.85,19:07.3
5120,1019.618344,256,19:07.5,5119,892.8006955,255.95,19:07.4
5122,1019.715714,256.1,19:07.6,5121,893.6213867,256.05,19:07.5
5124,1019.611389,256.2,19:07.7,5123,893.2805912,256.15,19:07.6
5126,1019.319278,256.3,19:07.8,5125,892.8911106,256.25,19:07.7
5128,1019.305368,256.4,19:07.9,5127,891.4236036,256.35,19:07.8
5130,1019.194088,256.5,19:08.0,5129,891.7922191,256.45,19:07.9
5132,1018.985438,256.6,19:08.1,5131,891.4444686,256.55,19:08.0
5134,1019.096718,256.7,19:08.2,5133,890.0673767,256.65,19:08.1
5136,1019.061943,256.8,19:08.3,5135,892.6894153,256.75,19:08.2
5138,1019.632254,256.9,19:08.4,5137,891.9521843,256.85,19:08.3
5140,1019.180178,257,19:08.5,5139,893.4753314,256.95,19:08.4
5142,1019.249728,257.1,19:08.6,5141,893.7257118,257.05,19:08.5
5144,1019.402739,257.2,19:08.7,5143,891.4444686,257.15,19:08.6
5146,1019.667029,257.3,19:08.8,5145,892.1538796,257.25,19:08.7
5148,1019.124538,257.4,19:08.9,5147,892.5920452,257.35,19:08.8
5150,1019.312323,257.5,19:09.0,5149,891.9452293,257.45,19:08.9
5152,1019.680939,257.6,19:09.1,5151,892.2234297,257.55,19:09.0
5154,1019.312323,257.7,19:09.2,5153,891.4583786,257.65,19:09.1
5156,1019.597479,257.8,19:09.3,5155,891.6948489,257.75,19:09.2
5158,1019.451424,257.9,19:09.4,5157,889.9421865,257.85,19:09.3
5160,1019.284503,258,19:09.5,5159,893.6770267,257.95,19:09.4
5162,1019.263638,258.1,19:09.6,5161,892.7867855,258.05,19:09.5
5164,1019.340143,258.2,19:09.7,5163,892.1191045,258.15,19:09.6
5166,1019.625299,258.3,19:09.8,5165,894.1221474,258.25,19:09.7
5168,1019.117583,258.4,19:09.9,5167,891.3957835,258.35,19:09.8
5170,1019.395784,258.5,19:10.0,5169,891.6322539,258.45,19:09.9
5172,1019.298413,258.6,19:10.1,5171,892.44599,258.55,19:10.0
