Frame_410nm,MeanInt_410nm,Time_410nm,Realtime_410nm,Frame_470nm,MeanInt_470nm,Time_470nm,Realtime_470nm
5382,1018.922843,269.1,19:20.6,5381,887.7513584,269.05,19:20.5
5384,1019.159313,269.2,19:20.7,5383,890.296892,269.15,19:20.6
5386,1019.277548,269.3,19:20.8,5385,887.7374484,269.25,19:20.7
5388,1019.423604,269.4,19:20.9,5387,888.2938492,269.35,19:20.8
5390,1019.145403,269.5,19:21.0,5389,889.4205607,269.45,19:20.9
5392,1018.915888,269.6,19:21.1,5391,887.1880026,269.55,19:21.0
5394,1019.214953,269.7,19:21.2,5393,890.345577,269.65,19:21.1
5396,1019.458379,269.8,19:21.3,5395,891.0897631,269.75,19:21.2
5398,1019.340143,269.9,19:21.4,5397,891.7991741,269.85,19:21.3
5400,1019.228863,270,19:21.5,5399,891.8061291,269.95,19:21.4
5402,1019.263638,270.1,19:21.6,5401,892.7450554,270.05,19:21.5
5404,1019.270593,270.2,19:21.7,5403,890.1230167,270.15,19:21.6
5406,1019.263638,270.3,19:21.8,5405,892.7798305,270.25,19:21.7
5408,1019.333188,270.4,19:21.9,5407,892.7520104,270.35,19:21.8
5410,1019.187133,270.5,19:22.0,5409,891.7922191,270.45,19:21.9
5412,1019.381874,270.6,19:22.1,5411,889.4762008,270.55,19:22.0
5414,1019.291458,270.7,19:22.2,5413,889.7196262,270.65,19:22.1
5416,1019.201043,270.8,19:22.3,5415,887.1184525,270.75,19:22.2
5418,1019.256683,270.9,19:22.4,5417,888.6276896,270.85,19:22.3
5420,1018.714193,271,19:22.5,5419,887.431428,270.95,19:22.4
5422,1019.201043,271.1,19:22.6,5421,885.7483156,271.05,19:22.5
5424,1018.874158,271.2,19:22.7,5423,886.3812215,271.15,19:22.6
5426,1019.277548,271.3,19:22.8,5425,887.9878287,271.25,19:22.7
5428,1018.867203,271.4,19:22.9,5427,888.0226038,271.35,19:22.8
5430,1019.201043,271.5,19:23.0,5429,888.7806998,271.45,19:22.9
5432,1019.680939,271.6,19:23.1,5431,888.0156488,271.55,19:23.0
5434,1019.430559,271.7,19:23.2,5433,887.2366877,271.65,19:23.1
5436,1019.507064,271.8,19:23.3,5435,885.6300804,271.75,19:23.2
5438,1019.221908,271.9,19:23.4,5437,885.9361008,271.85,19:23.3
5440,1019.263638,272,19:23.5,5439,886.019561,271.95,19:23.4
5442,1019.249728,272.1,19:23.6,5441,885.9847859,272.05,19:23.5
5444,1019.347098,272.2,19:23.7,5443,886.075201,272.15,19:23.6
5446,1019.381874,272.3,19:23.8,5445,887.1254075,272.25,19:23.7
5448,1019.256683,272.4,19:23.9,5447,887.4175179,272.35,19:23.8
5450,1019.632254,272.5,19:24.0,5449,888.5442295,272.45,19:23.9
5452,1019.089763,272.6,19:24.1,5451,889.3927407,272.55,19:24.0
5454,1019.298413,272.7,19:24.2,5453,889.3231906,272.65,19:24.1
5456,1018.895023,272.8,19:24.3,5455,887.0558574,272.75,19:24.2
5458,1019.361008,272.9,19:24.4,5457,888.4051293,272.85,19:24.3
5460,1019.221908,273,19:24.5,5459,888.2242991,272.95,19:24.4
5462,1019.041078,273.1,19:24.6,5461,889.9421865,273.05,19:24.5
5464,1019.458379,273.2,19:24.7,5463,888.2799391,273.15,19:24.6
5466,1019.486199,273.3,19:24.8,5465,889.566616,273.25,19:24.7
5468,1019.187133,273.4,19:24.9,5467,888.7459248,273.35,19:24.8
5470,1019.639209,273.5,19:25.0,5469,890.3664421,273.45,19:24.9
5472,1019.444469,273.6,19:25.1,5471,889.8865464,273.55,19:25.0
5474,1018.999348,273.7,19:25.2,5473,888.3981743,273.65,19:25.1
5476,1019.597479,273.8,19:25.3,5475,890.6168224,273.75,19:25.2
5478,1019.465334,273.9,19:25.4,5477,891.1454032,273.85,19:25.3
5480,1019.124538,274,19:25.5,5479,890.7767877,273.95,19:25.4
5482,1019.173223,274.1,19:25.6,5481,888.7459248,274.05,19:25.5
5484,1019.124538,274.2,19:25.7,5483,888.7667898,274.15,19:25.6
5486,1019.089763,274.3,19:25.8,5485,890.3873071,274.25,19:25.7
5488,1019.284503,274.4,19:25.9,5487,890.0465116,274.35,19:25.8
5490,1019.152358,274.5,19:26.0,5489,890.303847,274.45,19:25.9
5492,1019.326233,274.6,19:26.1,5491,891.7713541,274.55,19:26.0
5494,1019.340143,274.7,19:26.2,5493,893.0371658,274.65,19:26.1
5496,1019.256683,274.8,19:26.3,5495,891.1801782,274.75,19:26.2
5498,1019.027168,274.9,19:26.4,5497,891.6044338,274.85,19:26.3
5500,1019.235818,275,19:26.5,5499,894.0039122,274.95,19:26.4
5502,1019.173223,275.1,19:26.6,5501,894.9358835,275.05,19:26.5
5504,1019.583569,275.2,19:26.7,5503,898.0030428,275.15,19:26.6
5506,1019.277548,275.3,19:26.8,5505,897.1614866,275.25,19:26.7
5508,1019.235818,275.4,19:26.9,5507,898.4272984,275.35,19:26.8
5510,1019.145403,275.5,19:27.0,5509,897.3075418,275.45,19:26.9
5512,1019.319278,275.6,19:27.1,5511,897.0641165,275.55,19:27.0
5514,1018.818518,275.7,19:27.2,5513,899.3175397,275.65,19:27.1
5516,1018.874158,275.8,19:27.3,5515,899.6722452,275.75,19:27.2
5518,1018.755923,275.9,19:27.4,5517,900.4859813,275.85,19:27.3
5520,1019.479244,276,19:27.5,5519,900.235601,275.95,19:27.4
5522,1019.361008,276.1,19:27.6,5521,899.0949794,276.05,19:27.5
5524,1018.964573,276.2,19:27.7,5523,901.5848729,276.15,19:27.6
5526,1019.089763,276.3,19:27.8,5525,899.55401,276.25,19:27.7
5528,1019.291458,276.4,19:27.9,5527,896.8137361,276.35,19:27.8
5530,1018.804608,276.5,19:28.0,5529,895.965225,276.45,19:27.9
5532,1019.159313,276.6,19:28.1,5531,892.0704195,276.55,19:28.0
5534,1019.103673,276.7,19:28.2,5533,890.5333623,276.65,19:28.1
5536,1019.166268,276.8,19:28.3,5535,891.3957835,276.75,19:28.2
5538,1019.075853,276.9,19:28.4,5537,893.6978918,276.85,19:28.3
5540,1019.235818,277,19:28.5,5539,891.2427733,276.95,19:28.4
5542,1019.291458,277.1,19:28.6,5541,891.5766138,277.05,19:28.5
5544,1019.180178,277.2,19:28.7,5543,891.3401434,277.15,19:28.6
5546,1018.651597,277.3,19:28.8,5545,890.2621169,277.25,19:28.7
5548,1018.964573,277.4,19:28.9,5547,891.4166486,277.35,19:28.8
5550,1019.075853,277.5,19:29.0,5549,888.1338839,277.45,19:28.9
5552,1018.762878,277.6,19:29.1,5551,888.3494892,277.55,19:29.0
5554,1019.068898,277.7,19:29.2,5553,890.4777222,277.65,19:29.1
5556,1019.117583,277.8,19:29.3,5555,891.2219083,277.75,19:29.2
5558,1019.082808,277.9,19:29.4,5557,890.331667,277.85,19:29.3
5560,1019.256683,278,19:29.5,5559,892.8285155,277.95,19:29.4
5562,1019.082808,278.1,19:29.6,5561,890.5194523,278.05,19:29.5
5564,1019.201043,278.2,19:29.7,5563,890.9854379,278.15,19:29.6
5566,1019.493154,278.3,19:29.8,5565,888.6276896,278.25,19:29.7
5568,1019.221908,278.4,19:29.9,5567,887.1254075,278.35,19:29.8
5570,1019.187133,278.5,19:30.0,5569,887.4244729,278.45,19:29.9
5572,1018.762878,278.6,19:30.1,5571,886.1099761,278.55,19:30.0
5574,1019.124538,278.7,19:30.2,5573,886.6176918,278.65,19:30.1
5576,1019.013258,278.8,19:30.3,5575,885.8178657,278.75,19:30.2
5578,1018.950663,278.9,19:30.4,5577,888.196479,278.85,19:30.3
5580,1019.437514,279,19:30.5,5579,886.040426,278.95,19:30.4
5582,1018.602912,279.1,19:30.6,5581,886.0891111,279.05,19:30.5
5584,1018.589002,279.2,19:30.7,5583,884.1417083,279.15,19:30.6
5586,1019.013258,279.3,19:30.8,5585,885.1084547,279.25,19:30.7
5588,1018.908933,279.4,19:30.9,5587,883.9886981,279.35,19:30.8
5590,1019.041078,279.5,19:31.0,5589,884.6911541,279.45,19:30.9
5592,1019.054988,279.6,19:31.1,5591,885.5048902,279.55,19:31.0
5594,1019.096718,279.7,19:31.2,5593,885.9639209,279.65,19:31.1
5596,1018.908933,279.8,19:31.3,5595,883.933058,279.75,19:31.2
5598,1018.978483,279.9,19:31.4,5597,884.7120191,279.85,19:31.3
5600,1018.999348,280,19:31.5,5599,887.2714627,279.95,19:31.4
5602,1019.458379,280.1,19:31.6,5601,889.2675505,280.05,19:31.5
5604,1019.082808,280.2,19:31.7,5603,890.1995218,280.15,19:31.6
5606,1019.228863,280.3,19:31.8,5605,889.8795914,280.25,19:31.7
5608,1019.068898,280.4,19:31.9,5607,890.5820474,280.35,19:31.8
5610,1018.999348,280.5,19:32.0,5609,890.5681374,280.45,19:31.9
5612,1018.811563,280.6,19:32.1,5611,890.1160617,280.55,19:32.0
5614,1019.201043,280.7,19:32.2,5613,889.8726364,280.65,19:32.1
5616,1019.048033,280.8,19:32.3,5615,889.580526,280.75,19:32.2
5618,1018.860248,280.9,19:32.4,5617,890.0047816,280.85,19:32.3
5620,1019.054988,281,19:32.5,5619,887.480113,280.95,19:32.4
5622,1019.187133,281.1,19:32.6,5621,889.2049554,281.05,19:32.5
5624,1018.735058,281.2,19:32.7,5623,888.0365138,281.15,19:32.6
5626,1019.242773,281.3,19:32.8,5625,889.9143664,281.25,19:32.7
5628,1019.298413,281.4,19:32.9,5627,891.8895892,281.35,19:32.8
5630,1019.242773,281.5,19:33.0,5629,892.5920452,281.45,19:32.9
5632,1019.006303,281.6,19:33.1,5631,892.7520104,281.55,19:33.0
5634,1018.867203,281.7,19:33.2,5633,892.3277548,281.65,19:33.1
5636,1018.957618,281.8,19:33.3,5635,891.0967181,281.75,19:33.2
5638,1018.999348,281.9,19:33.4,5637,891.0967181,281.85,19:33.3
5640,1019.054988,282,19:33.5,5639,889.3440556,281.95,19:33.4
5642,1019.493154,282.1,19:33.6,5641,887.5496631,282.05,19:33.5
5644,1018.811563,282.2,19:33.7,5643,890.1299717,282.15,19:33.6
5646,1019.319278,282.3,19:33.8,5645,891.4792436,282.25,19:33.7
5648,1019.103673,282.4,19:33.9,5647,891.1314932,282.35,19:33.8
5650,1018.853293,282.5,19:34.0,5649,890.1856118,282.45,19:33.9
5652,1018.804608,282.6,19:34.1,5651,890.6933275,282.55,19:34.0
5654,1019.006303,282.7,19:34.2,5653,889.0728103,282.65,19:34.1
5656,1019.117583,282.8,19:34.3,5655,886.777657,282.75,19:34.2
5658,1018.776788,282.9,19:34.4,5657,890.1786568,282.85,19:34.3
5660,1019.110628,283,19:34.5,5659,889.9352315,282.95,19:34.4
5662,1018.700283,283.1,19:34.6,5661,890.1786568,283.05,19:34.5
5664,1019.187133,283.2,19:34.7,5663,891.9174093,283.15,19:34.6
5666,1018.512497,283.3,19:34.8,5665,887.473158,283.25,19:34.7
5668,1018.860248,283.4,19:34.9,5667,887.7304934,283.35,19:34.8
5670,1019.159313,283.5,19:35.0,5669,888.9615301,283.45,19:34.9
5672,1018.908933,283.6,19:35.1,5671,887.3479678,283.55,19:35.0
5674,1018.978483,283.7,19:35.2,5673,887.1323625,283.65,19:35.1
5676,1019.298413,283.8,19:35.3,5675,889.3231906,283.75,19:35.2
5678,1019.054988,283.9,19:35.4,5677,888.5372745,283.85,19:35.3
5680,1018.943708,284,19:35.5,5679,888.1060639,283.95,19:35.4
5682,1019.075853,284.1,19:35.6,5681,887.4105629,284.05,19:35.5
5684,1018.735058,284.2,19:35.7,5683,889.1910454,284.15,19:35.6
5686,1018.971528,284.3,19:35.8,5685,890.4499022,284.25,19:35.7
5688,1019.166268,284.4,19:35.9,5687,890.1299717,284.35,19:35.8
5690,1019.326233,284.5,19:36.0,5689,889.3231906,284.45,19:35.9
5692,1018.915888,284.6,19:36.1,5691,890.5124973,284.55,19:36.0
5694,1018.867203,284.7,19:36.2,5693,890.7002825,284.65,19:36.1
5696,1018.769833,284.8,19:36.3,5695,886.9863073,284.75,19:36.2
5698,1019.131493,284.9,19:36.4,5697,887.3410128,284.85,19:36.3
5700,1019.054988,285,19:36.5,5699,886.8472071,284.95,19:36.4
5702,1018.498587,285.1,19:36.6,5701,885.0875897,285.05,19:36.5
5704,1018.846338,285.2,19:36.7,5703,887.3549228,285.15,19:36.6
5706,1018.929798,285.3,19:36.8,5705,887.0002173,285.25,19:36.7
5708,1019.082808,285.4,19:36.9,5707,886.7011519,285.35,19:36.8
5710,1018.721148,285.5,19:37.0,5709,886.054336,285.45,19:36.9
5712,1019.027168,285.6,19:37.1,5711,884.7954792,285.55,19:37.0
5714,1018.818518,285.7,19:37.2,5713,885.2753749,285.65,19:37.1
5716,1018.568137,285.8,19:37.3,5715,885.9221908,285.75,19:37.2
5718,1018.818518,285.9,19:37.4,5717,885.4631602,285.85,19:37.3
5720,1019.034123,286,19:37.5,5719,885.6439904,285.95,19:37.4
5722,1018.922843,286.1,19:37.6,5721,886.5620517,286.05,19:37.5
5724,1018.964573,286.2,19:37.7,5723,885.1849598,286.15,19:37.6
5726,1018.999348,286.3,19:37.8,5725,884.0304282,286.25,19:37.7
5728,1018.602912,286.4,19:37.9,5727,883.0915018,286.35,19:37.8
5730,1018.846338,286.5,19:38.0,5729,884.7954792,286.45,19:37.9
5732,1018.895023,286.6,19:38.1,5731,884.1417083,286.55,19:38.0
5734,1018.561182,286.7,19:38.2,5733,882.8341665,286.65,19:38.1
5736,1018.693328,286.8,19:38.3,5735,883.1054119,286.75,19:38.2
5738,1019.061943,286.9,19:38.4,5737,883.5922626,286.85,19:38.3
5740,1018.943708,287,19:38.5,5739,884.3016735,286.95,19:38.4
5742,1018.964573,287.1,19:38.6,5741,884.3434036,287.05,19:38.5
5744,1018.742013,287.2,19:38.7,5743,886.6316018,287.15,19:38.6
5746,1018.540317,287.3,19:38.8,5745,886.6246468,287.25,19:38.7
5748,1018.456857,287.4,19:38.9,5747,885.4144751,287.35,19:38.8
5750,1018.811563,287.5,19:39.0,5749,885.1501847,287.45,19:38.9
5752,1018.742013,287.6,19:39.1,5751,886.2212562,287.55,19:39.0
5754,1018.769833,287.7,19:39.2,5753,887.5913932,287.65,19:39.1
5756,1018.317757,287.8,19:39.3,5755,885.5118453,287.75,19:39.2
5758,1018.922843,287.9,19:39.4,5757,886.5968268,287.85,19:39.3
5760,1018.505542,288,19:39.5,5759,887.8556835,287.95,19:39.4
5762,1018.804608,288.1,19:39.6,5761,887.7652684,288.05,19:39.5
5764,1018.748968,288.2,19:39.7,5763,886.722017,288.15,19:39.6
5766,1018.575092,288.3,19:39.8,5765,888.9893501,288.25,19:39.7
5768,1018.658552,288.4,19:39.9,5767,887.5079331,288.35,19:39.8
5770,1018.839383,288.5,19:40.0,5769,888.196479,288.45,19:39.9
5772,1018.895023,288.6,19:40.1,5771,889.0032602,288.55,19:40.0
5774,1018.735058,288.7,19:40.2,5773,887.8626386,288.65,19:40.1
5776,1019.159313,288.8,19:40.3,5775,888.0226038,288.75,19:40.2
5778,1018.735058,288.9,19:40.4,5777,886.2768963,288.85,19:40.3
5780,1019.173223,289,19:40.5,5779,885.8595957,288.95,19:40.4
5782,1018.895023,289.1,19:40.6,5781,885.7691806,289.05,19:40.5
5784,1018.707238,289.2,19:40.7,5783,887.5218431,289.15,19:40.6
5786,1018.408172,289.3,19:40.8,5785,886.9723973,289.25,19:40.7
5788,1018.721148,289.4,19:40.9,5787,885.1432297,289.35,19:40.8
5790,1018.762878,289.5,19:41.0,5789,885.2058248,289.45,19:40.9
5792,1019.166268,289.6,19:41.1,5791,885.9639209,289.55,19:41.0
5794,1018.922843,289.7,19:41.2,5793,885.2614649,289.65,19:41.1
5796,1018.860248,289.8,19:41.3,5795,885.8874158,289.75,19:41.2
5798,1018.895023,289.9,19:41.4,5797,883.7730928,289.85,19:41.3
5800,1018.602912,290,19:41.5,5799,885.1223647,289.95,19:41.4
5802,1018.651597,290.1,19:41.6,5801,886.4507716,290.05,19:41.5
5804,1018.804608,290.2,19:41.7,5803,886.7081069,290.15,19:41.6
5806,1018.874158,290.3,19:41.8,5805,886.749837,290.25,19:41.7
5808,1019.061943,290.4,19:41.9,5807,887.6192132,290.35,19:41.8
5810,1018.832428,290.5,19:42.0,5809,888.1060639,290.45,19:41.9
5812,1018.839383,290.6,19:42.1,5811,886.4785916,290.55,19:42.0
5814,1019.249728,290.7,19:42.2,5813,886.2351663,290.65,19:42.1
5816,1018.888068,290.8,19:42.3,5815,884.4059987,290.75,19:42.2
5818,1018.929798,290.9,19:42.4,5817,886.054336,290.85,19:42.3
5820,1018.776788,291,19:42.5,5819,885.7761356,290.95,19:42.4
5822,1018.825473,291.1,19:42.6,5821,886.6663769,291.05,19:42.5
5824,1018.901978,291.2,19:42.7,5823,886.9028472,291.15,19:42.6
5826,1019.270593,291.3,19:42.8,5825,886.728972,291.25,19:42.7
5828,1018.922843,291.4,19:42.9,5827,886.2490763,291.35,19:42.8
5830,1019.082808,291.5,19:43.0,5829,887.6331232,291.45,19:42.9
5832,1019.027168,291.6,19:43.1,5831,890.1577918,291.55,19:43.0
5834,1018.860248,291.7,19:43.2,5833,888.9476201,291.65,19:43.1
5836,1018.728103,291.8,19:43.3,5835,888.2312541,291.75,19:43.2
5838,1018.575092,291.9,19:43.4,5837,887.6470333,291.85,19:43.3
5840,1018.797653,292,19:43.5,5839,887.9600087,291.95,19:43.4
5842,1019.354053,292.1,19:43.6,5841,888.0086938,292.05,19:43.5
5844,1019.395784,292.2,19:43.7,5843,888.6137796,292.15,19:43.6
5846,1018.804608,292.3,19:43.8,5845,888.4190393,292.25,19:43.7
5848,1018.985438,292.4,19:43.9,5847,888.5094545,292.35,19:43.8
5850,1019.333188,292.5,19:44.0,5849,890.7767877,292.45,19:43.9
5852,1018.978483,292.6,19:44.1,5851,890.0117366,292.55,19:44.0
5854,1019.242773,292.7,19:44.2,5853,888.182569,292.65,19:44.1
5856,1018.832428,292.8,19:44.3,5855,889.1632254,292.75,19:44.2
5858,1019.180178,292.9,19:44.4,5857,889.0449902,292.85,19:44.3
5860,1019.291458,293,19:44.5,5859,887.2575527,292.95,19:44.4
5862,1018.783743,293.1,19:44.6,5861,887.3340578,293.05,19:44.5
5864,1018.686373,293.2,19:44.7,5863,888.9476201,293.15,19:44.6
5866,1018.915888,293.3,19:44.8,5865,890.8115627,293.25,19:44.7
5868,1018.888068,293.4,19:44.9,5867,890.9437079,293.35,19:44.8
5870,1019.110628,293.5,19:45.0,5869,890.1995218,293.45,19:44.9
5872,1019.110628,293.6,19:45.1,5871,891.2984134,293.55,19:45.0
5874,1019.590524,293.7,19:45.2,5873,891.2358183,293.65,19:45.1
5876,1019.075853,293.8,19:45.3,5875,890.5820474,293.75,19:45.2
5878,1019.555749,293.9,19:45.4,5877,891.4096935,293.85,19:45.3
5880,1018.985438,294,19:45.5,5879,892.9328407,293.95,19:45.4
5882,1019.437514,294.1,19:45.6,5881,892.1260596,294.05,19:45.5
5884,1019.340143,294.2,19:45.7,5883,891.2010433,294.15,19:45.6
5886,1019.249728,294.3,19:45.8,5885,889.9839165,294.25,19:45.7
5888,1019.381874,294.4,19:45.9,5887,888.9337101,294.35,19:45.8
5890,1019.187133,294.5,19:46.0,5889,888.3981743,294.45,19:45.9
5892,1019.096718,294.6,19:46.1,5891,890.0812867,294.55,19:46.0
5894,1019.548794,294.7,19:46.2,5893,888.7320148,294.65,19:46.1
5896,1019.263638,294.8,19:46.3,5895,889.8795914,294.75,19:46.2
5898,1019.214953,294.9,19:46.4,5897,887.6331232,294.85,19:46.3
5900,1019.388829,295,19:46.5,5899,886.2421213,294.95,19:46.4
5902,1019.472289,295.1,19:46.6,5901,886.5829168,295.05,19:46.5
5904,1019.555749,295.2,19:46.7,5903,888.5511845,295.15,19:46.6
5906,1018.874158,295.3,19:46.8,5905,889.3718757,295.25,19:46.7
5908,1019.472289,295.4,19:46.9,5907,888.0712889,295.35,19:46.8
5910,1019.207998,295.5,19:47.0,5909,888.6485547,295.45,19:46.9
5912,1019.333188,295.6,19:47.1,5911,886.9028472,295.55,19:47.0
5914,1019.221908,295.7,19:47.2,5913,888.0782439,295.65,19:47.1
5916,1018.901978,295.8,19:47.3,5915,886.9723973,295.75,19:47.2
5918,1019.291458,295.9,19:47.4,5917,886.4229515,295.85,19:47.3
5920,1019.402739,296,19:47.5,5919,884.8998044,295.95,19:47.4
5922,1019.201043,296.1,19:47.6,5921,886.068246,296.05,19:47.5
5924,1019.013258,296.2,19:47.7,5923,884.628559,296.15,19:47.6
5926,1018.874158,296.3,19:47.8,5925,885.6439904,296.25,19:47.7
5928,1018.908933,296.4,19:47.9,5927,884.8928494,296.35,19:47.8
5930,1019.319278,296.5,19:48.0,5929,884.1834384,296.45,19:47.9
5932,1019.277548,296.6,19:48.1,5931,886.1656162,296.55,19:48.0
5934,1018.797653,296.7,19:48.2,5933,884.1138883,296.65,19:48.1
5936,1018.825473,296.8,19:48.3,5935,885.6718105,296.75,19:48.2
5938,1019.194088,296.9,19:48.4,5937,884.1347533,296.85,19:48.3
5940,1019.096718,297,19:48.5,5939,883.919148,296.95,19:48.4
5942,1018.686373,297.1,19:48.6,5941,882.5281461,297.05,19:48.5
5944,1018.721148,297.2,19:48.7,5943,882.8619865,297.15,19:48.6
5946,1019.305368,297.3,19:48.8,5945,884.1834384,297.25,19:48.7
5948,1018.742013,297.4,19:48.9,5947,884.6772441,297.35,19:48.8
5950,1019.159313,297.5,19:49.0,5949,885.5953054,297.45,19:48.9
5952,1018.971528,297.6,19:49.1,5951,887.9739187,297.55,19:49.0
5954,1018.929798,297.7,19:49.2,5953,888.182569,297.65,19:49.1
5956,1019.131493,297.8,19:49.3,5955,886.5203217,297.75,19:49.2
5958,1019.326233,297.9,19:49.4,5957,887.9182786,297.85,19:49.3
5960,1018.992393,298,19:49.5,5959,888.3425342,297.95,19:49.4
5962,1018.888068,298.1,19:49.6,5961,890.5333623,298.05,19:49.5
5964,1018.943708,298.2,19:49.7,5963,891.1175831,298.15,19:49.6
5966,1019.054988,298.3,19:49.8,5965,887.6470333,298.25,19:49.7
5968,1018.609867,298.4,19:49.9,5967,887.2923278,298.35,19:49.8
5970,1019.235818,298.5,19:50.0,5969,887.9321887,298.45,19:49.9
5972,1018.630732,298.6,19:50.1,5971,886.1238861,298.55,19:50.0
5974,1019.082808,298.7,19:50.2,5973,887.473158,298.65,19:50.1
5976,1018.999348,298.8,19:50.3,5975,886.3673115,298.75,19:50.2
5978,1019.061943,298.9,19:50.4,5977,887.1045425,298.85,19:50.3
5980,1019.103673,299,19:50.5,5979,887.2645077,298.95,19:50.4
5982,1018.748968,299.1,19:50.6,5981,887.6887633,299.05,19:50.5
5984,1018.867203,299.2,19:50.7,5983,887.6887633,299.15,19:50.6
5986,1018.922843,299.3,19:50.8,5985,887.466203,299.25,19:50.7
5988,1018.755923,299.4,19:50.9,5987,886.1030211,299.35,19:50.8
5990,1019.159313,299.5,19:51.0,5989,885.9639209,299.45,19:50.9
5992,1018.846338,299.6,19:51.1,5991,885.0736796,299.55,19:51.0
5994,1018.999348,299.7,19:51.2,5993,883.6200826,299.65,19:51.1
5996,1019.041078,299.8,19:51.3,5995,884.8024343,299.75,19:51.2
5998,1019.082808,299.9,19:51.4,5997,884.600739,299.85,19:51.3
6000,1018.616822,300,19:51.5,5999,884.4059987,299.95,19:51.4
6002,1019.221908,300.1,19:51.6,6001,885.32406,300.05,19:51.5
6004,1018.665507,300.2,19:51.7,6003,883.0358618,300.15,19:51.6
6006,1018.804608,300.3,19:51.8,6005,883.898283,300.25,19:51.7
6008,1018.477722,300.4,19:51.9,6007,881.3805694,300.35,19:51.8
6010,1018.964573,300.5,19:52.0,6009,882.2012606,300.45,19:51.9
6012,1018.776788,300.6,19:52.1,6011,881.6170398,300.55,19:52.0
6014,1019.347098,300.7,19:52.2,6013,883.3557922,300.65,19:52.1
6016,1019.075853,300.8,19:52.3,6015,882.8202565,300.75,19:52.2
6018,1018.943708,300.9,19:52.4,6017,882.9037166,300.85,19:52.3
6020,1018.922843,301,19:52.5,6019,883.3627472,300.95,19:52.4
6022,1018.922843,301.1,19:52.6,6021,885.2684199,301.05,19:52.5
6024,1019.173223,301.2,19:52.7,6023,884.3851337,301.15,19:52.6
6026,1018.804608,301.3,19:52.8,6025,886.2282113,301.25,19:52.7
6028,1019.166268,301.4,19:52.9,6027,886.8819822,301.35,19:52.8
6030,1019.034123,301.5,19:53.0,6029,888.4607694,301.45,19:52.9
6032,1019.173223,301.6,19:53.1,6031,891.6809389,301.55,19:53.0
6034,1018.950663,301.7,19:53.2,6033,895.8122147,301.65,19:53.1
6036,1018.825473,301.8,19:53.3,6035,901.7448381,301.75,19:53.2
6038,1018.470767,301.9,19:53.4,6037,914.1178005,301.85,19:53.3
6040,1018.359487,302,19:53.5,6039,919.2088676,301.95,19:53.4
6042,1018.623777,302.1,19:53.6,6041,920.9615301,302.05,19:53.5
6044,1018.769833,302.2,19:53.7,6043,919.2158226,302.15,19:53.6
6046,1018.693328,302.3,19:53.8,6045,914.472506,302.25,19:53.7
6048,1018.255162,302.4,19:53.9,6047,911.1966964,302.35,19:53.8
6050,1018.296892,302.5,19:54.0,6049,911.4331667,302.45,19:53.9
6052,1018.373397,302.6,19:54.1,6051,910.3551402,302.55,19:54.0
6054,1018.401217,302.7,19:54.2,6053,906.7315801,302.65,19:54.1
6056,1018.192567,302.8,19:54.3,6055,906.0847642,302.75,19:54.2
6058,1018.992393,302.9,19:54.4,6057,904.9441426,302.85,19:54.3
6060,1018.839383,303,19:54.5,6059,902.8715497,302.95,19:54.4
6062,1018.811563,303.1,19:54.6,6061,901.654423,303.05,19:54.5
6064,1018.818518,303.2,19:54.7,6063,900.6181265,303.15,19:54.6
6066,1018.686373,303.3,19:54.8,6065,898.7820039,303.25,19:54.7
6068,1019.207998,303.4,19:54.9,6067,900.0686807,303.35,19:54.8
6070,1018.672463,303.5,19:55.0,6069,900.5903065,303.45,19:54.9
6072,1018.860248,303.6,19:55.1,6071,901.2858074,303.55,19:55.0
6074,1018.762878,303.7,19:55.2,6073,899.8878505,303.65,19:55.1
6076,1019.256683,303.8,19:55.3,6075,899.6513801,303.75,19:55.2
6078,1018.853293,303.9,19:55.4,6077,899.8183004,303.85,19:55.3
6080,1019.430559,304,19:55.5,6079,897.4675071,303.95,19:55.4
6082,1019.034123,304.1,19:55.6,6081,900.0339057,304.05,19:55.5
6084,1019.527929,304.2,19:55.7,6083,897.418822,304.15,19:55.6
6086,1019.416649,304.3,19:55.8,6085,897.8361226,304.25,19:55.7
6088,1019.194088,304.4,19:55.9,6087,896.9389263,304.35,19:55.8
6090,1019.388829,304.5,19:56.0,6089,898.2186481,304.45,19:55.9
6092,1019.145403,304.6,19:56.1,6091,896.8346012,304.55,19:56.0
6094,1019.660074,304.7,19:56.2,6093,895.3740491,304.65,19:56.1
6096,1019.166268,304.8,19:56.3,6095,895.6800696,304.75,19:56.2
6098,1019.423604,304.9,19:56.4,6097,896.730276,304.85,19:56.3
6100,1019.054988,305,19:56.5,6099,898.3925234,304.95,19:56.4
6102,1019.249728,305.1,19:56.6,6101,899.0880243,305.05,19:56.5
6104,1019.402739,305.2,19:56.7,6103,898.5177135,305.15,19:56.6
6106,1019.354053,305.3,19:56.8,6105,896.9250163,305.25,19:56.7
6108,1019.291458,305.4,19:56.9,6107,898.9280591,305.35,19:56.8
6110,1019.402739,305.5,19:57.0,6109,897.6692023,305.45,19:56.9
6112,1018.888068,305.6,19:57.1,6111,894.8454684,305.55,19:57.0
6114,1019.027168,305.7,19:57.2,6113,894.0178222,305.65,19:57.1
6116,1018.992393,305.8,19:57.3,6115,893.6213867,305.75,19:57.2
6118,1019.423604,305.9,19:57.4,6117,893.7883069,305.85,19:57.3
